Gene_acc,Gene_id,logFC,-log10FDR,logCPM,Desc
2094,Tb927.2.2090,0.24059190233322927,1.5896411551539027,6.9444217389382406,SUMO-interacting motif-containing protein
2095,Tb11.v5.0275,0.24035927308147254,2.8284633498980565,6.626260168274003,major vault protein  putative
2096,Tb11.v5.0667,0.24027887346524632,1.2363832482526287,3.0478802694759417,poly(A) polymerase  putative
2097,Tb927.3.3150,0.24025721161128222,3.258791186467624,5.916188357482581,hypothetical protein  conserved
2098,Tb927.11.5610,0.2400892573981519,2.421563435242596,5.469676400508694,Rab-GTPase-TBC domain containing protein  putative
2099,KS17gene_5968a,0.23988284953625924,0.4137390420606868,1.4452688444379755,KS17gene_5968a
2100,Tb927.6.1580,0.23982041850818686,2.7411999601401575,5.861902638077831,polynucleotide kinase 3'-phosphatase  putative
2101,TRY.534,0.23981574096169042,0.673477463590922,1.344726899065593,TRY.534
2102,Tb11.v5.0774,0.23968969601165768,2.25140760376328,6.355087747306879,dihydrolipoamide acetyltransferase precursor  putative
2103,Tb927.4.5120,0.23963441959531687,0.8591205929631454,6.994453572771272,hypothetical protein  conserved
2104,Tb927.6.2970,0.23963227011662,2.7669941915849257,5.076766967055082,pseudouridine synthase A-like protein  putative
2105,Tb927.4.2590,0.239601101999348,1.5201091176258563,4.422196170186615,hypothetical protein  conserved
2106,KS17gene_1178a,0.23958212482784993,0.952105765871505,1.6044997792734108,KS17gene_1178a
2107,Tb927.8.2410,0.23953484424050792,2.649438833266961,5.449827974276558,amidase  putative
2108,Tb927.11.11430,0.23937381230951663,2.7374830938905745,6.804499507019116,cullin 1  putative
2109,KS17gene_4074a,0.23934023522955955,3.315855376939483,7.0460021554980745,KS17gene_4074a
2110,KS17gene_3167a,0.239338623775616,0.8723009817026166,4.478495293485589,KS17gene_3167a
2111,Tb927.11.11790,0.23927466072379355,3.42478046551944,6.334871656089056,R3H domain containing protein  putative
2112,Tb927.3.3437,0.23882337139443943,0.5193726728594816,3.589842469969357,M4 ribosomal RNA
2113,Tb927.5.430,0.23882113523927018,1.8184669956574955,3.9124411662630103,invariant surface glycoprotein  putative
2114,Tb927.11.10400,0.23878083719739748,2.283785990314011,4.932512874568745,SSU ribosomal protein  mitochondrial  putative
2115,Tb927.3.5420,0.2387767617446092,2.8421938730642107,6.0447444570863285,protein transport protein Sec24
2116,Tb927.8.530,0.23869935982068954,3.3837357226322413,6.029137270032669,leucine-rich repeat protein (LRRP)  point mutation
2117,Tb927.11.10830,0.23868450182301162,1.7553032818574634,5.289760958832494,hypothetical protein
2118,Tb09.v4.0149,0.2386206466016339,1.7480938871858456,4.15551011017501,hypothetical protein
2119,Tb927.6.4970,0.23859711260416427,2.81361357358315,7.783075418206324,serine/arginine-rich protein specific kinase SRPK  putative
2120,Tb927.11.1350,0.23855660267991546,1.8003146019973089,4.8540298825599315,calcium uniporter protein  mitochondrial
2121,Tb927.2.1600,0.2384941570899971,2.845948663173129,6.140535946520289,invariant surface glycoprotein  putative
2122,Tb927.1.4700,0.2383231418740397,2.120508951348549,4.674042562327833,hypothetical protein  conserved
2123,KS17gene_7693a,0.23829092304980073,2.5288572234108844,5.151213508098567,KS17gene_7693a
2124,KS17gene_7127a,0.23826614763839832,2.3804082611329815,5.875799510757507,KS17gene_7127a
2125,Tb927.2.5820,0.2379559080416411,2.4548128813636922,7.01010767905848,hypothetical protein  conserved
2126,Tb927.9.11850,0.23784023941879698,3.3333424773641434,7.161721159684077,structural maintenance of chromosome 1  putative
2127,Tb927.8.6380,0.23771423830810318,2.9552596324533926,5.695187939463906,hypothetical protein  conserved
2128,Tb927.7.4900,0.23761538364588125,2.5770090587365773,6.447455782918888,5'-3' exoribonuclease A
2129,Tb927.3.3160,0.2376127015227384,3.1406331795482636,5.453450544479186,Nuclear poly(A) polymerase 1
2130,Tb11.v5.0358,0.23751047102021133,1.061478479319558,5.666711553781432,hypothetical protein  conserved
2131,TRY.135,0.23731814762885287,2.0270842707938916,4.470081507143124,TRY.135
2132,Tb927.11.13920,0.23714319820669374,3.3262527815498677,7.299073238265127,kinesin-II 85 Kd subunit  putative
2133,MSTRG.1013,0.23713120148368405,1.482094294522601,6.140417348451593,MSTRG.1013
2134,Tb927.11.240,0.23698607802785449,2.766124539946988,6.222935455819322,hypothetical protein  conserved
2135,Tb927.4.3030,0.2369417787605226,2.429059564508702,4.338319361517154,mediator of rna polymerase ii transcription subunit 2
2136,Tb927.4.2770,0.23689910203703807,2.190033499925003,6.777195510357782,hypothetical protein  conserved
2137,TRY.308,0.23689602426717998,2.0702643351920713,4.132828006401834,TRY.308
2138,Tb927.6.1570,0.2366281805536234,3.1511202352354264,6.766497108876847,2-hydroxy-3-oxopropionate reductase  putative
2139,Tb927.11.17870,0.2365930625849312,1.4023771131278011,4.305235092287785,variant surface glycoprotein (VSG)  interrupted
2140,Tb927.11.15050,0.23652750393511346,3.050079419329222,6.613919462240021,Cation efflux family  putative
2141,Tb927.10.3480,0.23647966664274775,1.7793390908380353,5.926402495681075,hypothetical protein  conserved
2142,MSTRG.44,0.23642030511515766,0.9517160013325662,1.871759360751678,MSTRG.44
2143,Tb927.6.1850,0.23627553419867453,3.200845239451349,6.227602095336374,quiescin sulfhydryl oxidase
2144,Tb927.4.4600,0.23626325319460295,3.2412869717757116,5.585634891190165,mitochondrial ribosomal protein l43
2145,KS17gene_6942a,0.23626218572359187,1.3586606193584072,3.2304678150480495,KS17gene_6942a
2146,Tb927.11.12730,0.23618682700487742,1.6408904429392677,3.0801679335415564,hypothetical protein  conserved
2147,Tb11.1800,0.23618423602559338,1.1568372890100447,3.829912717813937,retrotransposon hot spot protein (RHS  pseudogene)  putative
2148,Tb11.NT.73,0.2360612276608228,0.5348289042064458,0.8194700024342424,Noncoding RNA  putative
2149,Tb927.3.2360,0.23604143905753183,2.2176216072049444,4.624121755571738,hypothetical protein  conserved
2150,Tb927.10.13830,0.23597821588044765,3.3279925550024445,7.121362993072255,chaperone protein DnaJ  putative
2151,Tb927.11.15040,0.2359314368475696,3.2349478306217314,6.912506466219858,Chaperonin HSP60  mitochondrial
2152,KS17gene_5956a,0.23587111196255428,1.1833636347277772,3.6515838923438553,KS17gene_5956a
2153,MSTRG.422,0.23580626000232113,0.5248281331355393,1.8176486072085065,MSTRG.422
2154,KS17gene_6124a,0.23579827521983504,0.6192275671308923,1.114794983459132,KS17gene_6124a
2155,Tb927.2.4740,0.23574821353469214,2.40542572981804,4.5664968837658595,mitochondrial ribosomal protein l11
2156,TRY.693,0.23559796963046695,1.3281876150092327,3.289775644529962,TRY.693
2157,Tb927.11.15400,0.235541738164496,2.5605721844231546,6.918350076336506,synaptobrevin  putative
2158,TRY.282,0.23552984678425123,2.004837898187637,4.274518233355993,TRY.282
2159,Tb927.7.6300,0.23545021339129144,0.9619839539841899,1.0352764284578144,WD domain  G-beta repeat  putative
2160,Tb927.11.3560,0.23533959725846318,1.052959715559016,1.9116376154721746,hypothetical protein
2161,Tb11.v5.0530,0.2353370128570197,3.5704719962776443,5.970534882717756,BSD domain containing protein  putative
2162,Tb927.6.3450,0.23520269943026442,2.550970347568952,6.184342650520928,hypothetical protein  conserved
2163,KS17gene_6246a,0.2350651381980486,1.0089776290938426,1.3627594916418744,KS17gene_6246a
2164,Tb927.7.3770,0.2348476047737143,3.357277240576456,6.370750263719415,Bifunctional NAD(P)H-hydrate repair enzyme
2165,Tb927.6.2220,0.23480863928655604,2.513049692110049,5.4349386863311,hypothetical protein  conserved
2166,Tb927_09_v4.snoRNA.0072,0.23468988773094707,0.6895216845452057,1.2498000345580895,C/D snoRNA
2167,Tb11.v5.0847,0.23459359188541234,3.280534760531773,7.24980245729381,variant surface glycoprotein (VSG)  putative
2168,Tb927.2.4540,0.23447689373400166,2.7898313424020866,6.300038133994386,Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)  putative
2169,Tb927.10.7820,0.2344503350838978,1.9467717999865237,4.318251040388773,hypothetical protein  conserved
2170,KS17gene_7445a,0.23442913030292678,0.741769685126406,2.497709494540615,KS17gene_7445a
2171,Tb927.11.1610,0.23438068113947688,3.1397456080999064,6.543722510419848,Exocyst complex component Sec6  putative
2172,Tb927.9.8570,0.2343234848029364,2.128166577965456,5.493208613858208,COPI associated protein  putative
2173,Tb927.10.630,0.2342764000157495,2.570736415576681,4.927932229723258,hypothetical protein  conserved
2174,Tb927.1.3560,0.23426653486206253,2.3671059240051986,6.946095613016124,Centrosomal protein of 164 kDa  putative
2175,Tb11.v5.0577,0.23419619177300105,3.4703104906985076,6.843765485629199,casein kinase I  putative
2176,Tb927.11.11730,0.23413580966915035,3.546881066776588,5.9178188440048585,MRP protein  putative
2177,Tb927.4.4730,0.23407392099941962,2.3048887705025374,6.519870375936402,amino acid transporter  putative
2178,Tb927.7.4950,0.2339130391646581,1.5399219698415887,3.7807506443747516,NAD(P)-dependent steroid dehydrogenase protein  putative
2179,Tb927.9.9960,0.2338987213234229,3.0321020715027016,5.727179558078595,katanin P80 subunit  putative
2180,Tb927.10.10390,0.2338965308204616,2.8798925267703863,8.004644147470742,trypanothione reductase
2181,Tb927.11.9320,0.2338684396029644,2.374969452105851,4.781556882372191,hypothetical protein  conserved
2182,MSTRG.137,0.2338482097354357,0.5327872512535645,1.0368578245501476,MSTRG.137
2183,TRY.286,0.23383930412014917,0.6446474047107076,1.4887304396234051,TRY.286
2184,Tb927.10.15740,0.2338081972209077,3.2349478306217314,5.597672344170561,hypothetical protein  conserved
2185,TRY.967,0.2338025133697995,2.8756552151854713,5.315846879884707,TRY.967
2186,Tb11.v5.0436,0.23365858570433917,1.1328140891599272,6.730286302484711,Leucine Rich Repeat  putative
2187,Tb11.v5.0681,0.23358012016413257,3.090022296065685,9.7554663735958,hypothetical protein  conserved
2188,Tb927.11.16390,0.23346567559372017,3.4420565660741547,6.366483713738248,cyclin dependent kinases regulatory subunit  putative
2189,KS17gene_7451a,0.23344353903774054,0.9927038204008783,1.6497432548420194,KS17gene_7451a
2190,Tb11.v5.0817,0.23341404684171882,1.9466151233325732,5.436271600090198,ubiquitin-protein ligase  putative
2191,Tb927.5.1280,0.23338273193968426,2.8284633498980565,5.234170601048444,alanine racemase  putative
2192,Tb927.11.4220,0.23337474296630265,3.0809292264432337,5.340544927965125,palmitoyl acyltransferase 6  putative
2193,TRY.952,0.2333199492541835,0.7329187598739267,3.817148792385047,TRY.952
2194,Tb927.11.16610,0.23331750650310235,3.1013903393303646,6.37424461309614,zinc-finger of a C2HC-type  putative
2195,Tb1.NT.24,0.23311357239734234,1.105926377519025,5.029484074074355,Noncoding RNA  putative
2196,Tb927.9.7830,0.23308329961343022,1.4860135388270475,5.454175790171708,tRNA import complex component  putative
2197,MSTRG.541,0.23290228527277346,1.2851378727762015,2.789034615951697,MSTRG.541
2198,Tb11.v5.0903,0.23281193169466774,1.3052897918257607,6.3139226492589895,S-adenosylmethionine decarboxylase proenzyme  putative
2199,Tb11.v5.0489,0.23266328191623975,2.9960878610601114,7.846896987192457,retrotransposon hot spot (RHS) protein  putative
2200,Tb927.2.340,0.23258712998338124,3.1929632978439444,9.602490386271922,retrotransposon hot spot protein 4 (RHS4)  putative
2201,Tb927.2.2940,0.23252982271393066,2.521925265556239,4.703887740402254,MICOS complex subunit 32
2202,Tb927.1.5000,0.23252626813465024,3.5056168159506753,5.96266758054624,hypothetical protein  conserved
2203,Tb927.3.830,0.23251630158959677,2.9712026420417903,5.818306955090342,flap endonuclease-1 (FEN-1)  putative
2204,Tb05.5K5.110,0.23244440919064346,1.9839348660513085,6.6394879988188,major vault protein  putative
2205,Tb927.11.15740,0.2324267851632199,2.1992679372433614,5.936888413972587,hypothetical protein  conserved
2206,Tb927.3.3700,0.23239395175048647,1.462308458317863,2.8025212012684735,hypothetical protein
2207,Tb927.10.11250,0.23234016395478405,2.3793828993587183,7.08164335839664,Coiled-coil domain-containing protein 40 homolog
2208,KS17gene_4349a,0.23228653885441475,1.6497825465062375,3.84203023512455,KS17gene_4349a
2209,Tb927.11.6050,0.2322219686156615,2.3848387905979136,7.7016791678569,Flagellar-associated PapD-like  putative
2210,Tb927.10.5020,0.23178205566482768,2.793918819976219,5.56988633521938,Eukaryotic translation initiation factor 4E type 5
2211,Tb927.5.1700,0.23172578144154496,2.6843029619909338,6.56403048212605,replication Factor A 28 kDa subunit  putative
2212,Tb11.v5.0674,0.23169645480081918,2.843624099497095,6.890309319385785,protein phosphatase 2A regulatory subunit  putative
2213,Tb927.10.2320,0.23164184635350102,2.8693655542089327,6.083995655676399,Nucleoporin NUP41
2214,MSTRG.488,0.2315475341271609,1.0997867836342792,1.4652807305992204,MSTRG.488
2215,Tb927.10.14390,0.23132340471128854,2.998467090718722,6.866557215635269,FACT complex subunit POB3
2216,KS17gene_7009a,0.2311889206765477,1.1338948223101324,2.145128175139513,KS17gene_7009a
2217,Tb927.7.6330,0.23115739465923849,1.0293908605406041,1.4573098015265644,hypothetical protein
2218,Tb11.v5.0765,0.23102665591982685,2.049713055121733,4.220232072232699,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein  putative
2219,KS17gene_6457a,0.23101437587487783,2.025116311641693,4.453897725690204,KS17gene_6457a
2220,Tb927.11.8000,0.23094489349032982,2.3072845179593915,5.435033541087458,hypothetical protein  conserved
2221,KS17gene_8408a,0.23086057717536262,1.9997717322142818,4.1926022198232085,KS17gene_8408a
2222,KS17gene_4611a,0.23085557540510057,1.0186974856750746,6.557137490471462,KS17gene_4611a
2223,Tb11.v5.0769,0.2306644715936388,1.8281716676232798,4.605519014026906,variant surface glycoprotein (VSG)  putative
2224,Tb927.11.16070,0.23057851007423685,2.465363219203925,5.568257692625564,TFIIH basal transcription factor subunit
2225,Tb927.11.17020,0.23057449075594524,1.511981568545633,6.170092887297068,hypothetical protein  conserved
2226,Tb927.11.12330,0.2303988039096717,1.9372418393130522,3.3560793161182256,hypothetical protein  conserved
2227,Tb10.v4.0033,0.23037520726829663,1.0159352520944127,4.760373626655589,pumillo RNA binding protein PUF1
2228,Tb927.4.2420,0.23031906689426662,1.516116153297882,4.968195783604027,hypothetical protein  conserved
2229,Tb927.11.16770,0.23020052493371615,2.1751323501361965,5.209643526372732,glucosamine-6-phosphate isomerase  putative
2230,Tb927.4.3990,0.2301841440484631,1.2306159697263879,2.9658299018282177,amino acid transporter  putative
2231,Tb11.v5.0504,0.23001296495147291,3.2538934884031265,8.107833295388087,RNA polymerase IIA largest subunit  putative
2232,KS17gene_7149a,0.22988088831715478,1.3461688391356863,3.487947674936271,KS17gene_7149a
2233,Tb927.11.17820,0.22981163382326786,0.9571000039377004,1.845138570308103,expression site-associated gene 3 (ESAG3)  degenerate
2234,KS17gene_789a,0.22979065590258288,1.234863012921752,2.2874570543096278,KS17gene_789a
2235,Tb427VSG-1747,0.22974542329729186,2.3271794433296917,5.526584432817792,Tb427VSG-1747
2236,Tb927.1.2490,0.22970789933630714,2.962183527464887,9.403812434125895,histone H3  putative
2237,Tb927.5.4510,0.22955108866961643,1.7443422293695026,3.122163011340508,hypothetical protein  conserved
2238,Tb11.v5.0220,0.22953521156306375,1.7240175462535459,3.5192380554562486,hypothetical protein  conserved
2239,Tb927.10.260,0.22948086966865888,2.069841059621504,4.26962814948251,BolA-like protein  putative
2240,Tb927.11.9880,0.2294802726466085,2.668274837012729,6.171897977377561,Protein of unknown function (DUF2009)  putative
2241,Tb927.9.14480,0.22928953520586437,2.490279499218347,6.849021258112833,dynein-associated protein  putative
2242,Tb927.7.3380,0.22926805502711065,2.130585816287743,5.290219900215696,Ribosomal L28e protein family/Mak16 protein C-terminal region  putative
2243,MSTRG.965,0.2292588857911676,2.492782340210801,4.683077825872459,MSTRG.965
2244,Tb11.v5.0654,0.22916057867314535,2.3980069359230405,7.201468579880819,receptor-type adenylate cyclase  putative
2245,Tb4.NT.45,0.22890139769285472,0.7312008084964298,1.4128924064336352,Noncoding RNA  putative
2246,Tb927.8.5410,0.22880697293463143,3.270133018335549,6.15777930088586,hypothetical protein  conserved
2247,TRY.629,0.22876509923814556,2.7656496308301524,4.833437938797234,TRY.629
2248,Tb927.9.12550,0.22868797880419417,2.7031474485171594,8.669183799361333,glycerol kinase  glycosomal
2249,Tb927.6.220,0.22866605584935326,3.430999030366773,6.136648623717909,purine nucleoside transporter
2250,Tb927.10.2640,0.22865502354346487,3.258791186467624,7.936884375814923,intraflagellar transport protein 81
2251,Tb927.5.540,0.22863133565026522,1.7164370818324102,4.854557775830975,hypothetical protein
2252,Tb927.10.100,0.22848860345241548,1.3047778983137772,3.2563723783641763,expression site-associated gene 2 (ESAG2)  degenerate
2253,Tb927.10.1990,0.22831139648456286,2.907479143997055,7.67174579649392,major vault protein  putative
2254,KS17gene_3575a,0.22822567424863124,2.25140760376328,4.353746091606602,KS17gene_3575a
2255,Tb927.9.2875,0.2279257088226711,1.4984765496655954,3.7288391244404897,Domain of unknown function (DUF5075)  putative
2256,Tb927.11.15540,0.22783933289132616,2.1250603678808395,4.557538574874089,hypothetical protein  conserved
2257,Tb927.11.1950,0.2278297789693948,2.443252915921295,4.575356102092413,hypothetical protein  conserved
2258,Tb11.v5.0796,0.22760650231698573,1.7132175054358205,3.261290195788248,hypothetical protein  conserved
2259,Tb927.11.8090,0.22748963750414042,2.962649046056675,7.1141113540515954,protein phosphatase 1  putative
2260,KS17gene_4699a,0.22739366509867093,1.2340059613583885,3.5369842233895032,KS17gene_4699a
2261,TRY.663,0.22733545432636115,2.049343109546777,5.625135125135046,TRY.663
2262,Tb927.9.13340,0.22728555929861524,2.215081980270867,6.101629584327429,Nop53 (60S ribosomal biogenesis)  putative
2263,Tb927.3.2610,0.227263215354376,2.6668933422613366,6.195407656362603,GPI inositol deacylase 2
2264,Tb927.4.4750,0.22722483414963618,2.3003258827967112,5.104456691405024,hypothetical protein  conserved
2265,Tb11.v5.0476,0.22708291359848506,2.4176467385489127,5.568011619402445,Variant Surface Glycoprotein  putative
2266,Tb11.v5.0652,0.22705113959353443,3.1982696696927233,6.0320629121645,protein kinase  putative
2267,MSTRG.681,0.22704038655928693,0.63635063364537,2.5356669816360347,MSTRG.681
2268,Tb927.8.5360,0.22701786610943345,0.9852035950673063,2.3024044299538895,hypothetical protein  conserved
2269,Tb927.8.1720,0.22698956928904554,3.41441063262207,6.413790837625729,phosphatidylglycerolphosphate synthase  mitochondrial
2270,Tb11.1620,0.22698930378473162,0.663565687939144,4.018068233054566,variant surface glycoprotein (VSG  pseudogene)  fragment
2271,Tb927.11.9110,0.2269555079767253,2.1912780499927282,6.122646987791756,C-terminal motor kinesin  putative
2272,Tb927.11.3680,0.22694938958974364,3.3166062056272483,5.812961383518866,calmodulin  putative
2273,Tb927.3.4970,0.22690166529930753,3.200845239451349,7.1127635809766705,hypothetical protein  conserved
2274,KS17gene_7679a,0.2268386269773932,1.7004739380940164,3.6061254378789926,KS17gene_7679a
2275,Tb927.8.1670,0.22678933144472627,2.1814592779494824,5.7487134208460935,Serine/threonine-protein kinase NEK14  putative
2276,Tb927.11.8250,0.2267434643946092,2.7918823822570853,4.94578070364208,hypothetical protein  conserved
2277,Tb927.9.1360,0.2267410435033921,2.17686785742944,4.809898448767465,hypothetical protein  conserved
2278,KS17gene_3587a,0.22670900109446535,2.008118822967072,3.6372689517973673,KS17gene_3587a
2279,Tb927.11.3510,0.22661020200414025,2.935984687483468,6.8323454788300015,hypothetical protein  conserved
2280,TRY.633,0.22660699563332934,1.3794874937198038,2.277990753641236,TRY.633
2281,MSTRG.725,0.22652881269842415,1.2446806800706993,2.920021100732302,MSTRG.725
2282,Tb927_08_v4.snoRNA.0038,0.2264562537376782,1.0245986964183795,1.7616952781811677,C/D snoRNA
2283,Tb927.10.2860,0.22644501243826815,2.5779150897078726,5.947684963719927,POC1 centriolar protein homolog
2284,Tb927.11.11210,0.22643307980087626,3.510502746087302,7.060945254266549,paraflagellar rod component  putative
2285,Tb927.3.3080,0.22627919021274095,2.677517482821912,5.816881318980346,Serine/threonine-protein kinase NEK6  putative
2286,Tb927.11.11380,0.22608108565302942,3.3921720748683115,6.33356636608583,SUMO-interacting motif-containing protein
2287,Tb927.8.4850,0.22608059696476665,2.408301501214622,4.968757201768724,hypothetical protein  conserved
2288,KS17gene_3443a,0.22606427488524702,3.1536051144838937,6.65777925407984,KS17gene_3443a
2289,MSTRG.840,0.22605861704250807,1.6107528214707107,6.484671090581647,MSTRG.840
2290,KS17gene_7762a,0.22600007999655303,1.7365105214868841,3.7186130274063705,KS17gene_7762a
2291,Tb927.7.3650,0.2258751295287615,1.0285014201075202,4.618835605994118,STE/STE11 serine/threonine-protein kinase  putative
2292,Tb927.9.5440,0.22582390815360825,3.1511202352354264,5.929972984551771,actin  putative
2293,Tb927.10.2420,0.2256962377760645,1.3507309598415305,4.863521820334194,hypothetical protein
2294,Tb927.11.11550,0.22565477719644553,3.2205992709298727,7.506590710095798,DNA topoisomerase II alpha  putative
2295,Tb927_10_v4.snoRNA.0016:snoRNA,0.2255339807426589,0.8152511655873977,1.5111715583673526,term
2296,Tb927.5.1750,0.22551595692376036,2.7451618693385895,5.999979106610089,conserved protein  unknown function
2297,KS17gene_8022a,0.22548136312482758,0.8288961774080187,1.0578266648603187,KS17gene_8022a
2298,Tb927.1.650,0.22546991303607591,2.1040657986347258,4.2066597605321245,conserved protein  unknown function
2299,MSTRG.523,0.2254616978357305,0.5339365604753605,1.1994172366928635,MSTRG.523
2300,Tb927.10.4090,0.2253511709425566,1.7699935978852261,3.469925317229034,hypothetical protein  conserved
2301,Tb927.11.15490,0.2253394715587401,1.1775742021003368,5.284615007334613,Tb-291 membrane associated protein  putative
2302,KS17gene_3137a,0.22511148840729597,0.9772538971958249,1.825690687393275,KS17gene_3137a
2303,Tb927.7.1330,0.2250690063922657,3.3225602280752926,6.57876842773983,hypothetical protein  conserved
2304,Tb927.11.2510,0.22504782502119622,3.2454396151426863,7.323038517133269,NUC173 domain containing protein  putative
2305,Tb11.v5.0831,0.2250232184221147,2.195019731258602,6.208029738461941,kinesin motor domain containing protein  putative
2306,TRY.660,0.2248080553408897,2.12015463481822,4.575569128913583,TRY.660
2307,Tb927.10.3860,0.22469756384186526,1.4210076496313855,5.129814176911217,SNF-7-like protein  putative
2308,Tb927.10.9560,0.22461912093105366,1.2360137285390564,4.25137941866775,oxidoreductase  putative
2309,Tb927.11.15960,0.2245729537536783,1.8096610599229672,5.291803234302491,amino acid transporter  putative
2310,Tb927.7.6869,0.22451747679474648,0.5544172453754805,5.349291948445408,M4 ribosomal RNA
2311,Tb927.5.3790,0.22436351605031546,2.1058127796668273,5.644049588048037,Tetraspanin family  putative
2312,Tb927.9.3370,0.22433377449152767,2.9818598141481356,5.217448034638843,thioredoxin
2313,Tb927.7.3360,0.22432962323964012,2.9271637394431083,5.878470289229026,farnesyl pyrophosphate synthase
2314,Tb927.10.10410,0.22417242308115243,2.3120955383505137,5.719496999588058,DNA replication licensing factor MCM8  putative
2315,Tb927.3.1750,0.22416292491541998,1.643355230658139,3.9960825078867392,Mad2-like HORMA domain containing protein
2316,MSTRG.595,0.22411332183758012,2.0950389160487486,4.465438529088902,MSTRG.595
2317,Tb11.v5.0507,0.2241119184941529,2.478666640494935,5.80224643491107,hypothetical protein  conserved
2318,Tb927.10.4460,0.2239123698107707,1.8004397470445204,4.131124140765037,leucine carboxyl methyltransferase  putative
2319,TRY.640,0.22389186711830855,1.6503158226541352,3.2955299869194636,TRY.640
2320,Tb927.9.7650,0.22385923809285133,1.6502008621933753,5.809068456771759,ADP-ribosylation factor  putative
2321,Tb927.6.2680,0.22375200791723346,1.6839740873941498,3.610847258463878,transmembrane protein  putative
2322,Tb927.3.5270,0.2236664731398849,1.723142563299794,5.2919749344455616,DNA-directed RNA polymerases II subunit  putative
2323,KS17gene_6628a,0.22349507420489984,2.142072444295202,5.091157309894535,KS17gene_6628a
2324,Tb927.10.4980,0.22339459584993643,3.29399035275375,7.27753425259178,ubiquitin-like protein DSK2  putative
2325,Tb927.9.13785,0.22337950720630625,1.8703168083719788,7.657640917565931,kinetoplastid membrane protein 11-5
2326,Tb927.2.4760,0.22337937180738446,2.666711148505911,5.451310103226726,hypothetical protein  conserved
2327,Tb927.9.3470,0.22332619716772464,1.8839908651337371,4.90317203720181,low molecular weight protein tyrosine phosphatase  putative
2328,Tb927.9.12610,0.2232438152450821,2.2934389370503925,8.550120478101023,glycerol kinase  glycosomal
2329,Tb927.9.11220,0.22315283189433638,3.2721788026517666,6.600733457635628,tRNA import complex component  putative
2330,Tb927.10.12580,0.22314364306226747,1.0524282434662766,2.5225669807702267,hypothetical protein
2331,Tb927.3.2820,0.22306172068395874,3.2207510221207576,5.99053082440133,TFIIF-stimulated CTD phosphatase  putative
2332,Tb927.9.9000,0.22304693709803697,2.996348047596139,7.150221529232208,isopentenyl-diphosphate delta-isomerase (type II)
2333,Tb927.11.16860,0.2230182091725672,3.2850595748923364,5.712000100282846,Guide RNA binding complex protein 3
2334,TRY.928,0.22299096244412364,1.4553910397326146,3.2619062075218808,TRY.928
2335,Tb927.5.1300,0.22290988550695925,3.3288899749942016,7.567002924369764,V-type proton ATPase subunit a  putative
2336,Tb927.3.3170,0.2228284226267147,2.9629059345128845,7.176831629476531,SUMO-interacting motif-containing protein
2337,Tb927.9.7250,0.2226092988333965,2.1336894287159525,5.6914505156841475,hypothetical protein  conserved
2338,MSTRG.871,0.22257798161835346,0.6753588574939963,1.7296724153918333,MSTRG.871
2339,KS17gene_5031a,0.22249225522431915,1.0092833170634912,3.2547740258342177,KS17gene_5031a
2340,Tb05.5K5.80,0.22241087694172884,1.8633162207645892,4.458089255964913,calcium/calmodulin-dependent protein kinase  putative
2341,Tb927.10.440,0.2224062961925009,1.7714877539773872,4.438387242180736,hypothetical protein  conserved
2342,Tb927.5.760,0.22239090136079612,1.9252896150722558,6.934488098699884,Cell cycle sequence binding phosphoprotein  putative
2343,Tb927.11.12710,0.22236516787201363,1.0687330291734414,4.464394292876089,variant surface glycoprotein (VSG)-related  putative
2344,Tb927.2.4990,0.22232436491404475,3.24030632487611,6.896333407169165,hypothetical protein  conserved
2345,Tb927.4.5180,0.2223105094562637,2.7917702280816323,5.84215790469732,tousled-like kinase I
2346,Tb927.7.5860,0.2222513710984179,1.7074305659913387,3.6939622029795265,hypothetical protein
2347,Tb927.5.2020,0.22222815454108602,2.3373501603155975,7.054210380739319,hypothetical protein  conserved
2348,Tb927.10.12810,0.22222689953568664,2.9458121985836696,7.055182275455787,cholinephosphate cytidylyltransferase A  putative
2349,Tb11.v5.0595,0.22222430096339638,1.2501458870151614,4.066922248266258,variant surface glycoprotein (VSG)  putative
2350,Tb11.v5.0663,0.22220180477037849,1.4701966633550094,4.408425424108068,hypothetical protein  conserved
2351,TRY.468,0.22212892379213212,1.8877376015191567,5.321658269611028,TRY.468
2352,Tb927.10.9380,0.22205619358138776,2.8207830809814842,6.039145292614385,SEP domain/UBX domain containing protein  putative
2353,Tb927.7.1810,0.22199328168093854,1.4913361383452244,4.928862720977268,hypothetical protein  conserved
2354,Tb927.6.4260,0.22192824505299621,2.867413040407466,7.085371972649237,hypothetical protein  conserved
2355,TRY.839,0.2218495856073312,1.0785108817948172,2.47285802205499,TRY.839
2356,Tb927.6.2090,0.2218229773183769,2.458549429858156,7.319365236082653,pdz domain containing protein  putative
2357,Tb927.5.1920,0.22180552157577432,1.3405573246905016,5.916096311057679,hypothetical protein  conserved
2358,Tb927.9.2140,0.22172654680985251,1.9111074752221562,5.667282025307435,calcium/calmodulin-dependent protein kinase  putative
2359,Tb927.10.980,0.22168818888759861,2.57401237402416,5.489353226325147,RNA polymerase III transcription factor (TF)IIIC subunit  putative
